79,は」に係っており，「買い物に」は，「出,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,かける」を受けている．,1.0,0.0,0.0,0.160128153805,0.0,0.0,0.0808452083454,0.0
81,実験,1.0,0.0,0.0830454798537,0.0,0.127000127,0.0,0.0,0.0
82,Twitter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,から取得した投稿文,1.0,0.0,0.0742781352708,0.0,0.170388550274,0.0,0.0626224291085,0.0
84,実験,1.0,0.0,0.0830454798537,0.0,0.127000127,0.0,0.0,0.0
85,(/),nan,nan,nan,nan,nan,nan,nan,nan
86,「東京駅,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,わからな,1.0,0.0,0.0,0.0,0.127000127,0.0,0.0,0.0
88,い,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,」で検索,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,期間,1.0,0.0,0.0830454798537,0.0,0.0,0.0,0.0,0.0
91,: ,nan,nan,nan,nan,nan,nan,nan,nan
